Table ac_average_period;;;;
"Table to save aircraft average cycles, hours etc. for a certain period of time";;;;
[P];data_cleanup_criteriano_i;INT;int;"The primary key of the table data_cleanup_criteria"
[I];data_cleanup_jobno_i;INT;int;"The corresponding data cleanup job"
;criteria_class;ALPHANUM;univarchar(50);"The class of the criteria"
;criteria_value;ALPHANUM;univarchar(1000);"The configured value of the criteria"
;affected_columns;ALPHANUM;univarchar(256);"The columns linked with the criteria"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table data_cleanup_jobs;;;;
"The configuration of each clean-up jobs are registered here";;;;
Keys;Name;Mime-Type;Type;Description
[P];data_cleanup_jobno_i;INT;int;"the primary key of the table data_cleanup_jobno_i"
;custom_job_name;ALPHANUM;univarchar(50);"The name of the clean-up job set by the user"
;job_class;ALPHANUM;univarchar(50);"The class of the clean-up job"
;scheduling_activated;INT;int;"Define if the scheduling is activated"
;master_task;INT;int;"Define if the clean-up job runs in the master task"
[I];deferred_jobno_i;INT;int;"Deferred job corresponding to the clean-up job"
;archive_activated;INT;int;"Define if the archiving of the clean-up job is activated"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table data_cleanup_log;;;;
"the logging of each clean-up job execution";;;;
Keys;Name;Mime-Type;Type;Description
[P];data_cleanup_logno_i;INT;int;"the primary key of the table data_cleanup_log"
[I];data_cleanup_jobno_i;INT;int;"the corresponding data clean-up job"
;duration;INT;int;"the duration of the execution"
;sleeping_time;INT;int;"The time the job is sleeping"
;message;ALPHANUM;unitext(1073741823);"Additional text logging"
;archived;INT;int;"Define if data have been archived for the corresponding run"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
[I];created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table data_cleanup_log_detail;;;;
"the logging details of each clean-up job execution";;;;
Keys;Name;Mime-Type;Type;Description
[P];log_detailno_i;INT;int;"Primary key of the table data_cleanup_log_detail"
[I];data_cleanup_logno_i;INT;int;"the corresponding data clean-up log"
;table_name;ALPHANUM;univarchar(32);"the name of the table in which data were removed"
;number_of_rows_before;INT;int;"row count before the job execution"
;number_of_rows_after;INT;int;"row count after the job execution"
Table data_transfer_history;;;;
"A table to store all data transfer threads executed on the server.";;;;
Keys;Name;Mime-Type;Type;Description
;error_lines;INT;int;"Number of lines with errors in db-check or transfer"
;total_lines;INT;int;"the number of lines in the file"
;action;ALPHANUM;univarchar(30);"The action performed with the file (e.g.: DB-check / Transfer)"
[P];datatransferno_i;INT;int;"Primary key of the data transfer record"
;current_line;INT;int;"Contains the current line. Attention: The transfer record is not updated after every line!"
;start_date;DATE_INT;int;"The transfer`s start date"
;skipped_lines;INT;int;"Number of skipped lines"
;start_time;TIME;int;"The start time of the transfer"
;transfer_file;ALPHANUM;univarchar(30);"Name of the transfer file. Eg.: XPART "
;original_file_name;ALPHANUM;univarchar(600);"Original file name as stored on client"
;elapsed_time;INT;int;"Elapsed time in milliseconds"
;end_date;DATE_INT;int;"End date of the transfer"
;end_time;TIME;int;"End time of the check or transfer"
;logfile_path;ALPHANUM;univarchar(600);"path to logfile"
;okfile_path;ALPHANUM;univarchar(600);"Path to the OK/correct file"
;errorfile_path;ALPHANUM;univarchar(600);"Path to the file with all the wrong entries"
;thread_id;INT;int;"ID of the runjning thread. This value can only be used while the thread is running!"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table database_backup_monitoring;;;;
"table to monitor the database backup";;;;
Keys;Name;Mime-Type;Type;Description
;target_hostname;ALPHANUM;univarchar(50);"The target hostname"
[P];no_i;INT;int;"the primary key of the table"
[I];start_time;INT;int;"the start time of the backup"
;end_time;INT;int;"the end time of the backup"
;backup_status;INT;int;"the status of the backup: 	0 = started 	1 = success 	2 = failure"
;backup_size;INT;numeric;"the size of the dump file"
;message;ALPHANUM;unitext(1073741823);"the output log of the backup process"
;backup_type;ALPHANUM;univarchar(20);"the type of backup: 	FULL = full backup 	TRAN = transactional backup 	SHIP_FULL = full logship 	SHIP_TRAN = transactional logship"
Table db_availability;;;;
"This table is filled up automatically while AMOS is online. To start the process, you should tick ""Start Availability-Counter"" available on the first tab-sheet of ""Administration/Configure Server"". On scheduled events, like server-update, the corresponding offtime is automatically classified. The information is only stored into the primary-database of the application-server. To analyse the data, the module ""Administration/Information-Systems/Amos-Availability"" can be used.";;;;
Keys;Name;Mime-Type;Type;Description
[P];start_time;DOUBLE_0;numeric;"The starttime of the period as milliseconds since 1.1.1970"
;end_time;DOUBLE_0;numeric;"The endtime of the period as milliseconds since 1.1.1970"
;entry_type;ALPHANUM;univarchar(1);"The type of the period. Possible values are: O = Online R = Scheduled Reboot D = Scheduled Shutdown U = Scheduled Update P = Scheduled Patch-Installation S = Scheduled (Unclassified) ? = Unscheduled [blank] = unknown"
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;remarks;ALPHANUM;unitext(1073741823);"Optional remarks entered by the user classified the offtime manually"
Table db_bench_case;;;;
"Stores the definition of the single tests (DB Performance Test, Hard Drive Speed).";;;;
Keys;Name;Mime-Type;Type;Description
[P];bench_type;INT;int;"Type identifier for tests"
;description;ALPHANUM;unitext(1073741823);"Description of the different tests"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table db_bench_detail;;;;
"Stores the results of all performance tests";;;;
Keys;Name;Mime-Type;Type;Description
;value_10;INT;int;"Time in ms to perform action 10"
;value_9;INT;int;"Time in ms to perform action 9"
[P];benchdetailno_i;INT;int;"Identifier for each benchmark case"
[I];benchno_i;INT;int;"Foreign key to map db_bench_header"
;bench_type;ALPHANUM;univarchar(20);"Defines the type of benchmark (DB, Hard Drive, Network, etc.)"
[P];cycle;INT;int;"Each action is performed several times. This field works as identifier for the single cycles."
;value_1;INT;int;"Time in ms to perform action 1"
;value_2;INT;int;"Time in ms to perform action 2"
;value_3;INT;int;"Time in ms to perform action 3"
;value_4;INT;int;"Time in ms to perform action 4"
;value_5;INT;int;"Time in ms to perform action 5"
;value_6;INT;int;"Time in ms to perform action 6"
;value_7;INT;int;"Time in ms to perform action 7"
;value_8;INT;int;"Time in ms to perform action 8"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table db_bench_header;;;;
"Header table for benchmark. Stores Information about the benchmark runs.";;;;
Keys;Name;Mime-Type;Type;Description
[P];benchno_i;INT;int;"Unique index for every run."
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table db_bench_xtx;;;;
"Table used to perform benchmark tests";;;;
Keys;Name;Mime-Type;Type;Description
;c;DOUBLE;float;"float column for benchmark test table"
;b;ALPHANUM;univarchar(255);"char column for benchmark test table"
[U];a;INT;int;"Integer column for benchmark test table"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table db_link;;;;
"This table contains all the links associated with objects in Amos. These links are normally accessible through the ""Links..."" buttons found everywhere in AMOS.";;;;
Keys;Name;Mime-Type;Type;Description
;pdf_overlay_storage_id;INT;int;"storage number which identifies a storage engine entry to the overlay file generated out of the link."
;pdf_overlay;BOOL;univarchar(1);"Column filled if it contains a PDF overlay"
[P,I];linkno_i;INT;int;"Unique primary key."
[I,I];source_type;MIME;univarchar(8);"The mimetype of the link owner object."
[I];source_pk;ALPHANUM;univarchar(40);"The primary key of the link owner object."
;link_type;ALPHANUM;univarchar(1);"A = APPLICATION LINK I = INTERNAL_DOCUMENT LINK H = ARCHIVE LINK C = CORENA LINK R = DESCRIPTION LINK W = WEBLINK LINK J = JOUVE LINK N = FILESYSTEM LINK X = IXOS LINK O = ONLINE_DOCUMENTATION LINK S = SCAN_DOCUMENT LINK D = WEBDRIVE LINK L = WILDCARD LINK"
[I,I];destination_type;MIME;univarchar(8);"The destination type for internal links (MimeType)."
[I];destination_key;ALPHANUM;univarchar(600);"The destination key is the primary key for the destination"
[I];classification;ALPHANUM;univarchar(5);"A link classification. Used for multiple purpose. Linked to the db_link_classification table."
;icon;ALPHANUM;univarchar(50);"The Icon for this link"
[I];description;ALPHANUM;univarchar(255);"The description text of the link"
;link_remarks;ALPHANUM;unitext(1073741823);"Remarks for this link"
;print_mode;ALPHANUM;univarchar(2);"Some flags defining the PrintOnPrint capabilities of the link. YY = Print allowed (Default print) YN = Print allowed (Default do not print) NN = Print not allowed (Default do not print)"
[I];recno;INT;int;"Ordering of links"
[I,I];mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
[I,I];mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
[I];ref_type;ALPHANUM;univarchar(8);"Foreign Key to the Basic Table reference_type"
;link_date;DATE_INT;int;"A specific date for this link"
;link_time;TIME;int;"A specific time for this link"
[I];uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table db_link_classification;;;;
"Basic table for link classification codes.";;;;
Keys;Name;Mime-Type;Type;Description
[P];classification;ALPHANUM;univarchar(5);"The unique classification code."
;description;ALPHANUM;univarchar(36);"Description text for the link classification."
;original_document;BOOL;univarchar(1);"Indicates whether the link references to an original document, e.g. a scanned EASA/JAA Form."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table db_link_dest_param;;;;
"Table holding parameters set for a link.";;;;
Keys;Name;Mime-Type;Type;Description
[P];link_paramno_i;INT;int;"Unique primary key."
[I];linkno_i;INT;int;"Reference to the link"
;param_name;ALPHANUM;univarchar(200);"The Parameter name. Will be added to the URL string in format: [URL]?[param_name]=[param_value]"
;param_value;ALPHANUM;univarchar(200);"The Parameter value. Will be added to the URL string in format: [URL]?[param_name]=[param_value]"
Table db_log_monitoring;;;;
"table for all database error logs";;;;
Keys;Name;Mime-Type;Type;Description
;log_time;TIME;int;"The log time."
;log_date;DATE;int;"The log date."
;severity;ALPHANUM;univarchar(10);"The severity of the log."
;message;ALPHANUM;unitext(1073741823);"The log message."
[P];db_log_monitoringno_i;INT;int;"First column of the primary key"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table db_message;;;;
"Multi purpose table storing all kind of message  style information. Currently used by  - program change history - scheduler task editor - messenger";;;;
Keys;Name;Mime-Type;Type;Description
;staff_origin;BOOL;univarchar(1);"The message originated from Staff Messenger"
[P];messageno_i;INT;int;"Internal counter as primary key. Linked to parameter 51"
;message_from;ALPHANUM;univarchar(8);"User created the message. In case of program change history entries, the APN number will be given"
[I];message_type;ALPHANUM;univarchar(1);"Defines the type of message: S: System generated, internal use T: Scheduled task editor log file C: Program change history M: Message"
[I];destination_type;ALPHANUM;univarchar(1);"Defines the type of receiver: U: User G: Role 1-4: Priority in case of program change history"
[I,I];destination;ALPHANUM;univarchar(25);"Receiver of the message. Depending on the destination type it might be a user, a role, a task or an AMOS version number."
;message;ALPHANUM;unitext(1073741823);"The message content"
;closing_mode;ALPHANUM;univarchar(1);"Should the message be removed automatically when the user closes the corresponding popup-screen (<>`S`) or should the user have the choise to display it the next time again (=`S`)? Only used by normal user messages "
;feedback;BOOL;univarchar(1);"Should the system send a delivery note back to the sender as soon as the message is delivered?"
;message_read;BOOL;univarchar(1);"Was the message read by the receiver?"
;replyable;BOOL;univarchar(1);"Should it be possible to reply to the message?"
;forwardable;BOOL;univarchar(1);"Should it be possible to forward the message?"
[I];expire_date;DATE;int;"Expire date of the message"
;subject;ALPHANUM;univarchar(80);"Subject of the message"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table db_query_cache;;;;
"helper table for KPI reports";;;;
Keys;Name;Mime-Type;Type;Description
[P];query;ALPHANUM;univarchar(600);"selected query from user"
;result;ALPHANUM;unitext(1073741823);"result from query"
Table db_remarks;;;;
"General table to store remarks for a certain type / primary key. Directly linked to the ""Remarks""-button available in many modules.";;;;
Keys;Name;Mime-Type;Type;Description
[P];remarkno_i;INT;int;"Internal primary key. Linked to internal parameter 105."
[I];source_type;MIME;univarchar(8);"AMOS MimeType of the document the remarks are linked to."
[I,I];source_pk;ALPHANUM;univarchar(40);"Primary key of the document the remarks are linked to."
;text;ALPHANUM;unitext(1073741823);"The remarks themself."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table db_sessions;;;;
"Mapping table (spid - username). Used to map the connection to an AMOS user in for database triggers.";;;;
Keys;Name;Mime-Type;Type;Description
;username;ALPHANUM;univarchar(8);"Stores the AMOS user name which is using the spid"
[P];spid;INT;int;"Stores the connections current spid"
Table db_statistics;;;;
"Each type of statistic entry has a unique entry in this table. Used by the module ""Statistic Analyzer""";;;;
Keys;Name;Mime-Type;Type;Description
[P];statisticno_i;INT;int;"Internal primary key of the table. Linked to internal parameter 102"
[I];maintype;ALPHANUM;univarchar(64);"Main type of the statistic entry: Highest level in the tree displayed in ""Statistic Analyzer"""
[I];subtype;ALPHANUM;univarchar(64);"Sub type of the statistic entry: Second level in the tree displayed in ""Statistic Analyzer"""
[I];item;ALPHANUM;univarchar(64);"Item description of the statistic entry: Lowest level in the tree displayed in ""Statistic Analyzer"""
;unit;ALPHANUM;univarchar(8);"Unit in which the statistic data is recorded"
;sample_interval;ALPHANUM;univarchar(1);"Period in which the statistic data is recorded: D: Daily H: Hourly S: Hourly but also allowed instant access via module ""Realtime Statistics"""
;personal;BOOL;univarchar(1);"Is the stored information related to single persons? If yes, the information is protected by a special license in ""Statistic Analyzer"""
;cumulate;BOOL;univarchar(1);"Is the value cumulated or explicit set? Statistic entries like ""Amount of logins"" might be incremented each time a user logs into the system while ""Amount of online users"" might be recorded every hour based on the actual figures without any relation to the previously stored entry. Is used in case of an server shutdown to prefill the hashed counters for cumulative entries"
Table db_statistics_data;;;;
"Stores the statstic record values. Has links to table ""db_statistics"" via column ""statisticno_i"" and to ""db_statistics_time"" via column ""hour""";;;;
Keys;Name;Mime-Type;Type;Description
[P,I];statisticno_i;INT;int;"Refers to header table ""db_statistics"""
[P,I];ref_hour;INT;int;"Refers to helper table ""db_statistics_time"""
;statistic_value;DOUBLE;float;"Stores the value per statistic type and per time interval"
Table db_statistics_time;;;;
"Helper table to enable fast queries based on multiple intervals like days, months, etc. against the statistics tables. Linked via column hour to ""db_statistics_data"".";;;;
Keys;Name;Mime-Type;Type;Description
[P];ref_hour;INT;int;"Hours since 30.Dec.1971 - linked to column ""hour"" in table ""db_statistics_data"""
[I];ref_date;DATE;int;"Date in AMOS format for the given hour"
[I];ref_time;TIME;int;"Hour of the day (0-23)"
[I];ref_day_of_week;INT;int;"Day of week (1-7), 1 might be Monday or Sunday depending if US locate is used or not"
[I];ref_day_of_month;INT;int;"Day of month (1-31)"
[I];ref_week_of_year;INT;int;"Week of year (1-53) - depending on locale settings how first week of year is calculated"
[I];ref_month;INT;int;"Month (1-12)"
[I];ref_year;INT;int;"Year in 4 digits format (example: 1972)"
[I];ref_day_of_year;INT;int;"Day of year: 0-365"
Table dbfs_data;;;;
"Table to contain the data stored in the database file system";;;;
Keys;Name;Mime-Type;Type;Description
[P];handle;INT;int;"The data handle"
;data;BINARY;image;"The binary data corresponding to the handle."
Table dbfs_path;;;;
"Database File System Table to store the tree structure of the file system";;;;
Keys;Name;Mime-Type;Type;Description
[P];handle;INT;int;"The file handle to uniquely identify data in the file system"
[U];path;ALPHANUM;univarchar(256);"The path for this entry"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table default_text;;;;
"Table of default texts";;;;
Keys;Name;Mime-Type;Type;Description
[P];default_textno_i;INT;int;"Primary key (numeric)"
;user_sign;SG;univarchar(8);"User sign of the owner of this text"
;apn;INT;int;"Application number"
;is_html;INT;int;"1 if text is html"
;title;ALPHANUM;univarchar(255);"Title of the text"
;default_text;ALPHANUM;unitext(1073741823);"The text"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table defect_classification;;;;
"Basic table to define defect classifications like Classification: HANDICAPPED - The discrepancy must be corrected to the next flight or must be deferred based on the CTA - Aircraft MEL""  Classification: IMPORTANT - The discrepancy does not affect the operation of the aircraft, however, in combination with an additional discrepancy could lead to an AOG situation.""  Classification: MINOR The discrepancy does not affect the operation of the aircraft, and in combination with additional discrepancies, does not affect the operation of the aircraft.""";;;;
Keys;Name;Mime-Type;Type;Description
[P];defect_codeno_i;INT;int;"Primary unique identifier"
[U];defect_code;ALPHANUM;univarchar(1);"defect classfication type"
;description;ALPHANUM;univarchar(255);"Defect classification description"
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
;uuid;ALPHANUM;univarchar(36);"Globally unique identifier"
Table delay_cnl_import;;;;
"This table contains data about the delays and cancellations. Most of the time, this data is imported from other systems. The data can be viewed and edited in the AMOS program ""Technical Delays & Cancellations"".";;;;
Keys;Name;Mime-Type;Type;Description
[I];uuid;ALPHANUM;univarchar(36);"Globally unique identifier."
;ext_system_leg_id;INT;int;"External key to uniquely identify this leg in the data delivering legacy system."
;fn_suffix;ALPHANUM;univarchar(1);"Suffix which is appended to the usual flight number when it is delayed in order to help on distinction with regular flights."
[P];delayno_i;INT;int;"AMOS-wide unique identifier for a delay or cancellation of a leg"
;use_for_statistics;BOOL;univarchar(1);"Signals, whether this delay / cancellation is used in the statistical results"
;review_status;ALPHANUM;univarchar(1);"Review status of the delay / cancellation: DEFAULT = """" PENDING = ""P"" ACCEPTED = ""A"""
;key_values_overwritten;BOOL;univarchar(1);"Set to true, if the delay type, the delay code or the delay time have been changed manually"
;is_initial;BOOL;univarchar(1);"Initial flag of the delay / cancellation"
;is_chargeable;BOOL;univarchar(1);"Chargeable flag of the delay / cancellation"
;canc_flight_tech_leasing;BOOL;univarchar(1);"This value signals in case of a cancellation, whether the cancelled flight has been accomplished subsequently by another aircraft. The field reflects the value, which the user can change by himself. Initially, this value is the same like the value of the field ""imp_canc_flight_tech_leas""."
[I];legno_i;LEG;int;"AMOS-wide unique identifier for the leg, which has the delay or cancellation"
[I];ac_registr;AC;univarchar(6);"Aircraft registration, which had the delay / cancellation in reality"
[I];ac_registr_chargeable;AC;univarchar(6);"Aircraft registration, for which the delay / cancellation is charged in the statistical investigation. Most of the time, this is the same aircraft than the one in the field ""ac_registr""."
;sched_offb_dep_date;DATE_INT;int;"Scheduled departure date of the leg"
;sched_offb_dep_time;TIME;int;"Scheduled departure time of the leg, in minutes"
;sched_dep_airp;STA;univarchar(4);"Scheduled departure airport"
;sched_arr_airp;STA;univarchar(4);"Scheduled arrival airport"
;fn_carrier;ALPHANUM;univarchar(3);"Operator part of the flight number of the leg."
;fn_number;INT;int;"Number part of the flight number of the leg."
;leg_state;ALPHANUM;univarchar(3);"Type of interruption / consequence: ARR = Delay CNL = Cancellation"
;delay_code_1;DELAY;univarchar(10);"Delay Code, see ""Basic Data Admin, Basic Table Delay Code"". For example 41 = AIRCRAFT DEFECTS (IATA)."
;delay_time_1;TIME_AMO;int;"Delay time, in minutes"
;interr_type_imported;ALPHANUM;univarchar(3);"Type of interruption / consequence, which is coming from the OPS System: ARR = Delay CNL = Cancellation Note, that most of the time, this type is the same than the one in the field leg_state. Only if the OPS System delivers a newer state of the delay / cancellation, then this value might change."
;imp_canc_flight_tech_leas;BOOL;univarchar(1);"This value signals in case of a cancellation, whether the cancelled flight has been accomplished subsequently by another aircraft. The field reflects the value, which is coming from the OPS System. Initially, this value is the same like the value of the field ""canc_flight_tech_leasing""."
;deprecated_dc1_imported;DELAY;univarchar(10);"Delay Code, see ""Basic Data Admin, Basic Table Delay Code"". For example 41 = AIRCRAFT DEFECTS (IATA). This field reflects the first delay code, which this delay / cancellation has in the OPS System. Deprecated: use table delay_cnl_import_detail."
;deprecated_dt1_imported;TIME_AMO;int;"Delay time, in minutes This field reflects the first delay time, which this delay / cancellation has in the OPS System. Deprecated: use table delay_cnl_import_detail."
;deprecated_dc2_imported;DELAY;univarchar(10);"Delay Code, see ""Basic Data Admin, Basic Table Delay Code"". For example 41 = AIRCRAFT DEFECTS (IATA). This field reflects the second delay code, which this delay / cancellation has in the OPS System. Deprecated: use table delay_cnl_import_detail."
;deprecated_dt2_imported;TIME_AMO;int;"Delay time, in minutes This field reflects the second delay time, which this delay / cancellation has in the OPS System. Deprecated: use table delay_cnl_import_detail."
;deprecated_dc3_imported;DELAY;univarchar(10);"Delay Code, see ""Basic Data Admin, Basic Table Delay Code"". For example 41 = AIRCRAFT DEFECTS (IATA). This field reflects the third delay code, which this delay / cancellation has in the OPS System. Deprecated: use table delay_cnl_import_detail."
;deprecated_dt3_imported;TIME_AMO;int;"Delay time, in minutes This field reflects the third delay time, which this delay / cancellation has in the OPS System. Deprecated: use table delay_cnl_import_detail."
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table delay_cnl_import_detail;;;;
"Flight delays and cancellations per leg.";;;;
Keys;Name;Mime-Type;Type;Description
[I];recno;INT;int;"Record number used to order delays and cancellations details."
[I];delayno_i;INT;int;"Reference to the parent leg of this delay or cancellation."
;remarks;ALPHANUM;unitext(1073741823);"Comments about this delay or cancellation."
;delay_time;TIME_AMO;int;"Delay time, in minutes. This field reflects the delay time as in the OPS System."
;delay_code;DELAY;univarchar(10);"Delay Code, see ""Basic Data Admin, Basic Table Delay Code"". For example 41 = AIRCRAFT DEFECTS (IATA). This field reflects the delay code as in the OPS System."
[P];detailno_i;INT;int;"Unique identifier of this delay or cancellation detail."
;mutation;DATE_INT;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE_INT;int;"The creation date of this record as AMOS date."
Table delay_cnl_import_text;;;;
"This table links the ""review status remarks"" to the delays and cancellations of the AMOS program ""Technical Delays & Cancellations""";;;;
Keys;Name;Mime-Type;Type;Description
[P,I];delayno_i;INT;int;"AMOS-wide unique identifier for a delay or cancellation of a leg"
[P,I];recno;INT;int;"Continuous number to be able to sort each remark line by its line number."
;short_text;ALPHANUM;univarchar(70);"Text of the remark"
;mutation;DATE;int;"The mutation date of this record as AMOS date."
;mutator;SG;univarchar(8);"The AMOS user who changed this record."
;status;INT;int;"The status of the record. This column has a different meaning for every table."
;mutation_time;TIME;int;"The time when this record has been added or changed in milliseconds since the start of the day."
;created_by;SG;univarchar(8);"The AMOS user who created this record."
;created_date;DATE;int;"The creation date of this record as AMOS date."
Table delay_cnl_limits;;;;
"This table contains different limits applicable to technical delays & cancellations";;;;
Keys;Name;Mime-Type;Type;Description
[P];limitno_i;INT;int;"Unique identifier for a limit, applicable to technical delays & cancellations"
[U];limit_id;INT;int;"The type of the limit (e.g. Technical Dispatch Reliability, Completion Rate, Delay Rate etc.). Concrete values for the IDs will follow."
[U];limit_context;INT;int;"The context of the limit (e.g. Technical Dispatch Reliability for the fleet of the operator versus Technical Dispatch Reliability for the comparable world fleet, etc.). Concrete values for the IDs will follow."
